,id,timestamp,asset_name,action,allocation,price,position,executed
21,1305,2025-10-28T17:45:00.000,ATUS,BUY,0.036903154104948044,2.175,0,false
22,1306,2025-10-28T17:45:00.000,CIFR,SELL,0.017487162724137306,21.19,0,false
23,1307,2025-10-28T17:45:00.000,LAZR,HOLD,0.021274596452713013,2.125,0,false
24,1308,2025-10-28T17:45:00.000,AAOI,SELL,1,37.07,32,true
25,1309,2025-10-28T17:45:00.000,IREN,SELL,0.019699202850461006,64.9245,0,false
26,1310,2025-10-28T17:45:00.000,EXK,BUY,0.016359196975827217,8.075,0,false
27,1311,2025-10-28T17:45:00.000,LAC,SELL,0.025041138753294945,5.75,0,false
28,1312,2025-10-28T17:45:00.000,CTMX,HOLD,0.019478606060147285,3.3511,0,false
29,1313,2025-10-28T17:45:00.000,NB,BUY,0.4984676732018609,7.68,580,true
30,1294,2025-10-28T17:30:00.000,WVE,BUY,0.016135485842823982,7.745,0,false
31,1295,2025-10-28T17:30:00.000,ATUS,BUY,0.037280019372701645,2.185,0,false
32,1296,2025-10-28T17:30:00.000,CIFR,SELL,0.017615599557757378,21.5944,0,false
33,1297,2025-10-28T17:30:00.000,LAZR,HOLD,0.021390944719314575,2.1246,0,false
34,1298,2025-10-28T17:30:00.000,AAOI,SELL,1,37.45,32,true
35,1299,2025-10-28T17:30:00.000,IREN,SELL,0.019982105121016502,65.8,0,false
36,1300,2025-10-28T17:30:00.000,EXK,BUY,0.016539940610527992,8.1198,0,false
37,1301,2025-10-28T17:30:00.000,LAC,SELL,0.025242483243346214,5.81,0,false
38,1302,2025-10-28T17:30:00.000,CTMX,HOLD,0.01966947875916958,3.3782,0,false
39,1303,2025-10-28T17:30:00.000,NB,BUY,0.4984687952899132,7.6899,674,true
40,1284,2025-10-28T17:15:00.000,WVE,BUY,0.016129832714796066,7.705,0,false
41,1285,2025-10-28T17:15:00.000,ATUS,BUY,0.03717263415455818,2.185,0,false
42,1286,2025-10-28T17:15:00.000,CIFR,SELL,0.017642242833971977,21.455,0,false
43,1287,2025-10-28T17:15:00.000,LAZR,HOLD,0.02140118181705475,2.145,0,false
44,1288,2025-10-28T17:15:00.000,AAOI,SELL,1,37.13,32,true
45,1289,2025-10-28T17:15:00.000,IREN,SELL,0.020098334178328514,65.67,0,false
46,1290,2025-10-28T17:15:00.000,EXK,BUY,0.016649866476655006,8.03,0,false
47,1291,2025-10-28T17:15:00.000,LAC,SELL,0.025164641439914703,5.83,0,false
48,1292,2025-10-28T17:15:00.000,CTMX,HOLD,0.01979038491845131,3.375,0,false
49,1293,2025-10-28T17:15:00.000,NB,BUY,0.4984450324549183,7.7799,756,true
50,1274,2025-10-28T17:00:00.000,WVE,BUY,0.01588079147040844,7.7,0,false
51,1275,2025-10-28T17:00:00.000,ATUS,BUY,0.03685164079070091,2.185,0,false
52,1276,2025-10-28T17:00:00.000,CIFR,SELL,0.017401810735464096,21.525,0,false
53,1277,2025-10-28T17:00:00.000,LAZR,HOLD,0.021150661632418633,2.15,0,false
54,1278,2025-10-28T17:00:00.000,AAOI,SELL,1,37.08,32,true
55,1279,2025-10-28T17:00:00.000,IREN,SELL,0.01985654979944229,66.215,0,false
56,1280,2025-10-28T17:00:00.000,EXK,BUY,0.01638992875814438,8.01,0,false
57,1281,2025-10-28T17:00:00.000,LAC,SELL,0.024916745722293854,5.85,0,false
58,1282,2025-10-28T17:00:00.000,CTMX,HOLD,0.019477900117635727,3.37,0,false
59,1283,2025-10-28T17:00:00.000,NB,BUY,0.49845000544599444,7.745,989,true
60,1264,2025-10-28T16:45:00.000,WVE,BUY,0.01584538444876671,7.71,0,false
61,1265,2025-10-28T16:45:00.000,ATUS,BUY,0.036729101091623306,2.195,0,false
62,1266,2025-10-28T16:45:00.000,CIFR,SELL,0.017438752576708794,21.5241,0,false
63,1267,2025-10-28T16:45:00.000,LAZR,HOLD,0.021196501329541206,2.155,0,false
64,1268,2025-10-28T16:45:00.000,AAOI,SELL,1,36.905,32,true
65,1269,2025-10-28T16:45:00.000,IREN,SELL,0.019965633749961853,66.565,0,false
66,1270,2025-10-28T16:45:00.000,EXK,BUY,0.016451267525553703,8.025,0,false
67,1271,2025-10-28T16:45:00.000,LAC,SELL,0.025000354275107384,5.85,0,false
68,1272,2025-10-28T16:45:00.000,CTMX,HOLD,0.01954152062535286,3.375,0,false
69,1273,2025-10-28T16:45:00.000,NB,BUY,0.4984541488171643,7.7458,1280,true
70,1254,2025-10-28T16:30:00.000,WVE,BUY,0.015717681497335434,7.705,0,false
71,1255,2025-10-28T16:30:00.000,ATUS,BUY,0.036304276436567307,2.195,0,false
72,1256,2025-10-28T16:30:00.000,CIFR,SELL,0.017375487834215164,21.645,0,false
73,1257,2025-10-28T16:30:00.000,LAZR,HOLD,0.02112765423953533,2.145,0,false
74,1258,2025-10-28T16:30:00.000,AAOI,SELL,1,37.312,32,true
75,1259,2025-10-28T16:30:00.000,IREN,SELL,0.019859399646520615,66.64,0,false
76,1260,2025-10-28T16:30:00.000,EXK,BUY,0.016341574490070343,7.9746,0,false
77,1261,2025-10-28T16:30:00.000,LAC,SELL,0.024716993793845177,5.9,0,false
78,1262,2025-10-28T16:30:00.000,CTMX,HOLD,0.01946626417338848,3.38,0,false
79,1263,2025-10-28T16:30:00.000,NB,BUY,0.49844565367609556,7.77,1796,true
80,1244,2025-10-28T16:15:00.000,WVE,BUY,0.015578662976622581,7.695,0,false
81,1245,2025-10-28T16:15:00.000,ATUS,BUY,0.0362745076417923,2.195,0,false
82,1246,2025-10-28T16:15:00.000,CIFR,SELL,0.01729467697441578,21.3042,0,false
83,1247,2025-10-28T16:15:00.000,LAZR,HOLD,0.02096153236925602,2.15,0,false
84,1248,2025-10-28T16:15:00.000,AAOI,SELL,1,37.1325,32,true
85,1249,2025-10-28T16:15:00.000,IREN,SELL,0.01977125182747841,65.95,0,false
86,1250,2025-10-28T16:15:00.000,EXK,BUY,0.01625874452292919,7.955,0,false
87,1251,2025-10-28T16:15:00.000,LAC,SELL,0.02474447898566723,5.88,0,false
88,1252,2025-10-28T16:15:00.000,CTMX,HOLD,0.019390331581234932,3.365,0,false
89,1253,2025-10-28T16:15:00.000,NB,BUY,0.4984594220382727,7.678,2486,true
90,1234,2025-10-28T16:00:00.000,WVE,BUY,0.015992335975170135,7.72,0,false
91,1235,2025-10-28T16:00:00.000,ATUS,BUY,0.03712568059563637,2.185,0,false
92,1236,2025-10-28T16:00:00.000,CIFR,SELL,0.017717061564326286,21.1002,0,false
93,1237,2025-10-28T16:00:00.000,LAZR,HOLD,0.02140386588871479,2.13,0,false
94,1238,2025-10-28T16:00:00.000,AAOI,SELL,1,36.98,32,true
95,1239,2025-10-28T16:00:00.000,IREN,SELL,0.02035818248987198,65.315,0,false
96,1240,2025-10-28T16:00:00.000,EXK,BUY,0.016784168779850006,7.94,0,false
97,1241,2025-10-28T16:00:00.000,LAC,SELL,0.025229334831237793,5.88,0,false
98,1242,2025-10-28T16:00:00.000,CTMX,HOLD,0.019931863993406296,3.335,0,false
99,1243,2025-10-28T16:00:00.000,NB,BUY,0.4984610555497909,7.69,3236,true
100,1224,2025-10-28T15:45:00.000,WVE,BUY,0.016016563400626183,7.775,0,false
101,1225,2025-10-28T15:45:00.000,ATUS,BUY,0.037238091230392456,2.195,0,false
102,1226,2025-10-28T15:45:00.000,CIFR,SELL,0.017812436446547508,21.025,0,false
103,1227,2025-10-28T15:45:00.000,LAZR,HOLD,0.02147863619029522,2.1598,0,false
104,1228,2025-10-28T15:45:00.000,AAOI,SELL,1,35.495,32,true
105,1229,2025-10-28T15:45:00.000,IREN,SELL,0.020519118756055832,65.14,0,false
106,1230,2025-10-28T15:45:00.000,EXK,BUY,0.01692194677889347,7.995,0,false
107,1231,2025-10-28T15:45:00.000,LAC,SELL,0.02530483715236187,5.92,0,false
108,1232,2025-10-28T15:45:00.000,CTMX,HOLD,0.02006356790661812,3.365,0,false
109,1233,2025-10-28T15:45:00.000,NB,BUY,0.4984411485470556,7.85,3530,true
110,1214,2025-10-28T15:30:00.000,WVE,BUY,0.01613486371934414,7.815,0,false
111,1215,2025-10-28T15:30:00.000,ATUS,BUY,0.037436697632074356,2.185,0,false
112,1216,2025-10-28T15:30:00.000,CIFR,SELL,0.017991164699196815,21.1143,0,false
113,1217,2025-10-28T15:30:00.000,LAZR,HOLD,0.021662767976522446,2.155,0,false
114,1218,2025-10-28T15:30:00.000,AAOI,SELL,1,35.635,32,true
115,1219,2025-10-28T15:30:00.000,IREN,SELL,0.020835796371102333,64.8296,0,false
116,1220,2025-10-28T15:30:00.000,EXK,BUY,0.017169460654258728,8.0301,0,false
117,1221,2025-10-28T15:30:00.000,LAC,SELL,0.02544485405087471,5.87,0,false
118,1222,2025-10-28T15:30:00.000,CTMX,HOLD,0.02029285952448845,3.3944,0,false
119,1223,2025-10-28T15:30:00.000,NB,BUY,0.4984674904866411,7.76,3680,true
120,1204,2025-10-28T15:15:00.000,WVE,BUY,0.01620151661336422,7.81,0,false
121,1205,2025-10-28T15:15:00.000,ATUS,BUY,0.03756142407655716,2.205,0,false
122,1206,2025-10-28T15:15:00.000,CIFR,SELL,0.01812291331589222,21.4701,0,false
123,1207,2025-10-28T15:15:00.000,LAZR,HOLD,0.021769989281892776,2.16,0,false
124,1208,2025-10-28T15:15:00.000,AAOI,SELL,1,35.885,32,true
125,1209,2025-10-28T15:15:00.000,IREN,SELL,0.021137824282050133,64.9685,0,false
126,1210,2025-10-28T15:15:00.000,EXK,BUY,0.0173676498234272,8.05,0,false
127,1211,2025-10-28T15:15:00.000,LAC,SELL,0.025408752262592316,5.9,0,false
128,1212,2025-10-28T15:15:00.000,CTMX,HOLD,0.02048281766474247,3.475,0,false
129,1213,2025-10-28T15:15:00.000,NB,BUY,0.49846966368743106,7.755,4153,true
130,1194,2025-10-28T15:00:00.000,WVE,BUY,0.019707661122083664,7.7644,0,false
131,1195,2025-10-28T15:00:00.000,ATUS,BUY,0.0400841124355793,2.205,0,false
132,1196,2025-10-28T15:00:00.000,CIFR,SELL,0.01955290511250496,21.005,0,false
133,1197,2025-10-28T15:00:00.000,LAZR,HOLD,0.0188251081854105,2.1799,0,false
134,1198,2025-10-28T15:00:00.000,AAOI,BUY,0.019758660346269608,36.16,35,true
135,1199,2025-10-28T15:00:00.000,IREN,SELL,0.0197101179510355,64.79,0,false
136,1200,2025-10-28T15:00:00.000,EXK,BUY,0.016203677281737328,8.045,0,false
137,1201,2025-10-28T15:00:00.000,LAC,SELL,0.03083665668964386,5.87,0,false
138,1202,2025-10-28T15:00:00.000,CTMX,HOLD,0.019355634227395058,3.465,0,false
139,1203,2025-10-28T15:00:00.000,NB,BUY,0.49847268689441787,7.7375,4168,true
140,1184,2025-10-28T14:45:00.000,WVE,BUY,0.01634148880839348,7.75,0,false
141,1185,2025-10-28T14:45:00.000,ATUS,BUY,0.03783542290329933,2.215,0,false
142,1186,2025-10-28T14:45:00.000,CIFR,SELL,0.018339967355132103,21.16,0,false
143,1187,2025-10-28T14:45:00.000,LAZR,HOLD,0.02222432754933834,2.145,0,false
144,1188,2025-10-28T14:45:00.000,AAOI,SELL,1,36.045,32,true
145,1189,2025-10-28T14:45:00.000,IREN,SELL,0.021662011742591858,65.32,0,false
146,1190,2025-10-28T14:45:00.000,EXK,BUY,0.01769540272653103,8.0593,0,false
147,1191,2025-10-28T14:45:00.000,LAC,SELL,0.025785470381379128,5.95,0,false
148,1192,2025-10-28T14:45:00.000,CTMX,HOLD,0.02082577347755432,3.415,0,false
149,1193,2025-10-28T14:45:00.000,NB,BUY,0.498458869037289,7.8,4111,true
150,1174,2025-10-28T14:30:00.000,WVE,BUY,0.016556505113840103,7.7,0,false
151,1175,2025-10-28T14:30:00.000,ATUS,BUY,0.03820627182722092,2.195,0,false
152,1176,2025-10-28T14:30:00.000,CIFR,SELL,0.018599417060613632,21.09,0,false
153,1177,2025-10-28T14:30:00.000,LAZR,HOLD,0.022589119151234627,2.14,0,false
154,1178,2025-10-28T14:30:00.000,AAOI,SELL,1,36.34,32,true
155,1179,2025-10-28T14:30:00.000,IREN,SELL,0.022085042670369148,65.42,0,false
156,1180,2025-10-28T14:30:00.000,EXK,BUY,0.018046284094452858,7.965,0,false
157,1181,2025-10-28T14:30:00.000,LAC,SELL,0.026071786880493164,5.9,0,false
158,1182,2025-10-28T14:30:00.000,CTMX,HOLD,0.021179651841521263,3.395,0,false
159,1183,2025-10-28T14:30:00.000,NB,BUY,0.498447901811585,7.75,4021,true
160,1164,2025-10-28T14:15:00.000,WVE,BUY,0.020172497257590294,7.64,0,false
161,1165,2025-10-28T14:15:00.000,ATUS,BUY,0.04077213257551193,2.185,0,false
162,1166,2025-10-28T14:15:00.000,CIFR,SELL,0.020136799663305283,20.52,0,false
163,1167,2025-10-28T14:15:00.000,LAZR,HOLD,0.019416309893131256,2.135,0,false
164,1168,2025-10-28T14:15:00.000,AAOI,BUY,0.020435994490981102,36.66,34,true
165,1169,2025-10-28T14:15:00.000,IREN,SELL,0.02056870236992836,64.8401,0,false
166,1170,2025-10-28T14:15:00.000,EXK,BUY,0.016894936561584473,7.985,0,false
167,1171,2025-10-28T14:15:00.000,LAC,SELL,0.03154783695936203,5.88,0,false
168,1172,2025-10-28T14:15:00.000,CTMX,HOLD,0.02006404660642147,3.42,0,false
169,1173,2025-10-28T14:15:00.000,NB,BUY,0.49843240278363027,7.7785,3955,true
170,1154,2025-10-28T14:00:00.000,WVE,BUY,0.020308474078774452,7.62,0,false
171,1155,2025-10-28T14:00:00.000,ATUS,BUY,0.04098338261246681,2.175,0,false
172,1156,2025-10-28T14:00:00.000,CIFR,SELL,0.020338399335741997,20.6052,0,false
173,1157,2025-10-28T14:00:00.000,LAZR,HOLD,0.019608134403824806,2.145,0,false
174,1158,2025-10-28T14:00:00.000,AAOI,BUY,0.020669180899858475,36.26,32,true
175,1159,2025-10-28T14:00:00.000,IREN,SELL,0.020792245864868164,65.25,0,false
176,1160,2025-10-28T14:00:00.000,EXK,BUY,0.01711318828165531,7.83,0,false
177,1161,2025-10-28T14:00:00.000,LAC,SELL,0.03189564868807793,5.78,0,false
178,1162,2025-10-28T14:00:00.000,CTMX,HOLD,0.020321978256106377,3.3937,0,false
179,1163,2025-10-28T14:00:00.000,NB,BUY,0.4985247792230315,7.21,3881,true
180,1144,2025-10-28T13:45:00.000,WVE,BUY,0.017554951831698418,7.61,0,false
181,1145,2025-10-28T13:45:00.000,ATUS,BUY,0.039968930184841156,2.185,0,false
182,1146,2025-10-28T13:45:00.000,CIFR,SELL,0.01954464241862297,20.55,0,false
183,1147,2025-10-28T13:45:00.000,LAZR,HOLD,0.023790303617715836,2.315,0,false
184,1148,2025-10-28T13:45:00.000,AAOI,SELL,0.02255238965153694,37.22,0,false
185,1149,2025-10-28T13:45:00.000,IREN,SELL,0.02322395332157612,65,0,false
186,1150,2025-10-28T13:45:00.000,EXK,BUY,0.019124086946249008,7.825,0,false
187,1151,2025-10-28T13:45:00.000,LAC,SELL,0.02759486436843872,6,0,false
188,1152,2025-10-28T13:45:00.000,CTMX,HOLD,0.022456932812929153,3.345,0,false
189,1153,2025-10-28T13:45:00.000,NB,BUY,0.49849015531661683,7.305,3896,true
190,1134,2025-10-28T13:30:00.000,WVE,BUY,0.01755475625395775,7.61,0,false
191,1135,2025-10-28T13:30:00.000,ATUS,BUY,0.0399666354060173,2.185,0,false
192,1136,2025-10-28T13:30:00.000,CIFR,SELL,0.019543958827853203,20.55,0,false
193,1137,2025-10-28T13:30:00.000,LAZR,HOLD,0.023790912702679634,2.315,0,false
194,1138,2025-10-28T13:30:00.000,AAOI,SELL,0.022552091628313065,37.22,0,false
195,1139,2025-10-28T13:30:00.000,IREN,SELL,0.023222818970680237,65,0,false
196,1140,2025-10-28T13:30:00.000,EXK,BUY,0.019122688099741936,7.825,0,false
197,1141,2025-10-28T13:30:00.000,LAC,SELL,0.027596281841397285,6,0,false
198,1142,2025-10-28T13:30:00.000,CTMX,HOLD,0.022457784041762352,3.345,0,false
199,1143,2025-10-28T13:30:00.000,NB,BUY,0.5,7.305,3842,true
200,1124,2025-10-24T17:00:00.000,WVE,BUY,0.025406360626220703,7.085,0,false
201,1125,2025-10-24T17:00:00.000,ATUS,BUY,0.03595608100295067,2.145,0,false
202,1126,2025-10-24T17:00:00.000,CIFR,SELL,0.027433840557932854,20.165,0,false
203,1127,2025-10-24T17:00:00.000,LAZR,HOLD,0.03246806561946869,2.045,0,false
204,1128,2025-10-24T17:00:00.000,AAOI,SELL,0.027717094868421555,33.39,0,false
205,1129,2025-10-24T17:00:00.000,IREN,SELL,0.02781512774527073,60.65,0,false
206,1130,2025-10-24T17:00:00.000,EXK,BUY,0.020606372505426407,8.09,0,false
207,1131,2025-10-24T17:00:00.000,LAC,SELL,0.04452204331755638,6.92,0,false
208,1132,2025-10-24T17:00:00.000,CTMX,HOLD,0.028059866279363632,3.32,0,false
209,1133,2025-10-24T17:00:00.000,NB,SELL,0.7300150990486145,8.445,0,false
210,1114,2025-10-24T16:45:00.000,WVE,BUY,0.025053393095731735,7.125,0,false
211,1115,2025-10-24T16:45:00.000,ATUS,BUY,0.03559243306517601,2.15,0,false
212,1116,2025-10-24T16:45:00.000,CIFR,SELL,0.02699863165616989,20.22,0,false
213,1117,2025-10-24T16:45:00.000,LAZR,HOLD,0.032067812979221344,2.0902,0,false
214,1118,2025-10-24T16:45:00.000,AAOI,SELL,0.027277885004878044,33.6301,0,false
215,1119,2025-10-24T16:45:00.000,IREN,SELL,1,60.73,757,true
216,1120,2025-10-24T16:45:00.000,EXK,BUY,0.020301291719079018,8.135,0,false
217,1121,2025-10-24T16:45:00.000,LAC,SELL,0.04399171471595764,6.92,0,false
218,1122,2025-10-24T16:45:00.000,CTMX,HOLD,0.027612440288066864,3.335,0,false
219,1123,2025-10-24T16:45:00.000,NB,SELL,0.733622133731842,8.64,0,false
220,1104,2025-10-24T16:30:00.000,WVE,BUY,0.024972030892968178,7.165,0,false
221,1105,2025-10-24T16:30:00.000,ATUS,BUY,0.03544062748551369,2.165,0,false
222,1106,2025-10-24T16:30:00.000,CIFR,SELL,0.026911087334156036,20.4701,0,false
223,1107,2025-10-24T16:30:00.000,LAZR,HOLD,0.03204651176929474,2.19,0,false
224,1108,2025-10-24T16:30:00.000,AAOI,SELL,0.02715965174138546,33.83,0,false
225,1109,2025-10-24T16:30:00.000,IREN,SELL,1,60.77,757,true
226,1110,2025-10-24T16:30:00.000,EXK,BUY,0.020254764705896378,8.155,0,false
227,1111,2025-10-24T16:30:00.000,LAC,SELL,0.043846458196640015,6.93,0,false
228,1112,2025-10-24T16:30:00.000,CTMX,HOLD,0.027559954673051834,3.335,0,false
229,1113,2025-10-24T16:30:00.000,NB,SELL,0.7344591617584229,8.64,0,false
230,1094,2025-10-24T16:00:00.000,WVE,BUY,0.02095329761505127,7.13,0,false
231,1095,2025-10-24T16:00:00.000,ATUS,BUY,0.029959285631775856,2.155,0,false
232,1096,2025-10-24T16:00:00.000,CIFR,SELL,0.02260587178170681,20.435,0,false
233,1097,2025-10-24T16:00:00.000,LAZR,HOLD,0.035963237285614014,1.9907,0,false
234,1098,2025-10-24T16:00:00.000,AAOI,SELL,1,33.58,249,true
235,1099,2025-10-24T16:00:00.000,IREN,BUY,0.02242528833448887,60.8,19,true
236,1100,2025-10-24T16:00:00.000,EXK,BUY,0.016244538128376007,8.09,0,false
237,1101,2025-10-24T16:00:00.000,LAC,SELL,0.0356018953025341,6.9,0,false
238,1102,2025-10-24T16:00:00.000,CTMX,HOLD,0.023438533768057823,3.305,0,false
239,1103,2025-10-24T16:00:00.000,NB,SELL,0.7693663835525513,8.42,0,false
240,1084,2025-10-24T15:45:00.000,WVE,BUY,0.02075738087296486,7.18,0,false
241,1085,2025-10-24T15:45:00.000,ATUS,BUY,0.029668759554624557,2.155,0,false
242,1086,2025-10-24T15:45:00.000,CIFR,SELL,0.022374143823981285,20.215,0,false
243,1087,2025-10-24T15:45:00.000,LAZR,HOLD,0.035646721720695496,1.98,0,false
244,1088,2025-10-24T15:45:00.000,AAOI,SELL,1,33.31,249,true
245,1089,2025-10-24T15:45:00.000,IREN,BUY,0.022121703252196312,61.75,17,true
246,1090,2025-10-24T15:45:00.000,EXK,BUY,0.016039464622735977,8.075,0,false
247,1091,2025-10-24T15:45:00.000,LAC,SELL,0.035285402089357376,6.84,0,false
248,1092,2025-10-24T15:45:00.000,CTMX,HOLD,0.023160556331276894,3.335,0,false
249,1093,2025-10-24T15:45:00.000,NB,SELL,0.7717694044113159,8.37,0,false
250,1074,2025-10-23T16:45:00.000,WVE,BUY,0.021890949457883835,7.185,0,false
251,1075,2025-10-23T16:45:00.000,ATUS,BUY,0.03738303855061531,2.18,0,false
252,1076,2025-10-23T16:45:00.000,CIFR,SELL,0.022059479728341103,16.785,0,false
253,1077,2025-10-23T16:45:00.000,LAZR,HOLD,0.027117745950818062,1.6954,0,false
254,1078,2025-10-23T16:45:00.000,AAOI,BUY,0.022777272388339043,31.04,34,true
255,1079,2025-10-23T16:45:00.000,IREN,BUY,0.01933899335563183,55.26,16,true
256,1080,2025-10-23T16:45:00.000,EXK,BUY,0.016710534691810608,7.975,0,false
257,1081,2025-10-23T16:45:00.000,LAC,SELL,0.03495500981807709,6.54,0,false
258,1082,2025-10-23T16:45:00.000,CTMX,HOLD,0.02140614576637745,3.3425,0,false
259,1083,2025-10-23T16:45:00.000,NB,BUY,0.45876618474877995,8.1964,2628,true
260,1064,2025-10-23T16:30:00.000,WVE,BUY,0.01981450244784355,7.165,0,false
261,1065,2025-10-23T16:30:00.000,ATUS,BUY,0.026086365804076195,2.18,0,false
262,1066,2025-10-23T16:30:00.000,CIFR,SELL,0.01899673230946064,16.9148,0,false
263,1067,2025-10-23T16:30:00.000,LAZR,HOLD,0.024639612063765526,1.74,0,false
264,1068,2025-10-23T16:30:00.000,AAOI,BUY,0.016993524506688118,31.355,25,true
265,1069,2025-10-23T16:30:00.000,IREN,BUY,0.015489628538489342,55.57,13,true
266,1070,2025-10-23T16:30:00.000,EXK,BUY,0.01148286834359169,8.01,0,false
267,1071,2025-10-23T16:30:00.000,LAC,SELL,0.032889753580093384,6.58,0,false
268,1072,2025-10-23T16:30:00.000,CTMX,HOLD,0.017131514847278595,3.355,0,false
269,1073,2025-10-23T16:30:00.000,NB,SELL,1,8.225,4830,true
270,1054,2025-10-23T16:15:00.000,WVE,BUY,0.019445305690169334,7.13,0,false
271,1055,2025-10-23T16:15:00.000,ATUS,BUY,0.025721315294504166,2.1644,0,false
272,1056,2025-10-23T16:15:00.000,CIFR,SELL,0.018698349595069885,16.81,0,false
273,1057,2025-10-23T16:15:00.000,LAZR,HOLD,0.02428903989493847,1.73,0,false
274,1058,2025-10-23T16:15:00.000,AAOI,BUY,0.016698649153113365,31.575,24,true
275,1059,2025-10-23T16:15:00.000,IREN,BUY,0.015201431699097157,55.4123,12,true
276,1060,2025-10-23T16:15:00.000,EXK,BUY,0.011288323439657688,8.01,0,false
277,1061,2025-10-23T16:15:00.000,LAC,SELL,0.032344117760658264,6.6,0,false
278,1062,2025-10-23T16:15:00.000,CTMX,HOLD,0.0168464332818985,3.3499,0,false
279,1063,2025-10-23T16:15:00.000,NB,SELL,1,8.3,4830,true
280,1044,2025-10-23T16:05:00.000,WVE,BUY,0.019458185881376266,7.15,0,false
281,1045,2025-10-23T16:05:00.000,ATUS,BUY,0.025739636272192,2.16,0,false
282,1046,2025-10-23T16:05:00.000,CIFR,SELL,0.018717244267463684,16.735,0,false
283,1047,2025-10-23T16:05:00.000,LAZR,HOLD,0.024312669411301613,1.715,0,false
284,1048,2025-10-23T16:05:00.000,AAOI,BUY,0.01671783998608589,31.7,24,true
285,1049,2025-10-23T16:05:00.000,IREN,BUY,0.015218176878988743,54.9399,12,true
286,1050,2025-10-23T16:05:00.000,EXK,BUY,0.0112982839345932,7.9901,0,false
287,1051,2025-10-23T16:05:00.000,LAC,SELL,0.032376840710639954,6.57,0,false
288,1052,2025-10-23T16:05:00.000,CTMX,HOLD,0.016866764053702354,3.295,0,false
289,1053,2025-10-23T16:05:00.000,NB,SELL,1,8.265,4830,true
290,1034,2025-10-23T16:00:00.000,WVE,BUY,0.019022027030587196,7.15,0,false
291,1035,2025-10-23T16:00:00.000,ATUS,BUY,0.025403497740626335,2.16,0,false
292,1036,2025-10-23T16:00:00.000,CIFR,SELL,0.018323024734854698,16.555,0,false
293,1037,2025-10-23T16:00:00.000,LAZR,HOLD,0.023859767243266106,1.715,0,false
294,1038,2025-10-23T16:00:00.000,AAOI,BUY,0.016358448192477226,31.52,22,true
295,1039,2025-10-23T16:00:00.000,IREN,BUY,0.01490510068833828,54.41,12,true
296,1040,2025-10-23T16:00:00.000,EXK,BUY,0.011058861389756203,8,0,false
297,1041,2025-10-23T16:00:00.000,LAC,SELL,0.03172466903924942,6.57,0,false
298,1042,2025-10-23T16:00:00.000,CTMX,HOLD,0.016555126756429672,3.29,0,false
299,1043,2025-10-23T16:00:00.000,NB,SELL,1,8.28,4830,true
300,1024,2025-10-23T15:45:00.000,WVE,BUY,0.01877564564347267,7.11,0,false
301,1025,2025-10-23T15:45:00.000,ATUS,BUY,0.02521764673292637,2.17,0,false
302,1026,2025-10-23T15:45:00.000,CIFR,SELL,0.018137110397219658,16.69,0,false
303,1027,2025-10-23T15:45:00.000,LAZR,HOLD,0.02364359050989151,1.735,0,false
304,1028,2025-10-23T15:45:00.000,AAOI,BUY,0.016198655590415,31.731,22,true
305,1029,2025-10-23T15:45:00.000,IREN,BUY,0.014761877246201038,54.7897,11,true
306,1030,2025-10-23T15:45:00.000,EXK,BUY,0.010941003449261189,8.045,0,false
